mean_x,mean_y,mean_z,max_x,max_y,max_z,min_x,min_y,min_z,std_x,std_y,std_z,skew_x,skew_y,skew_z,fft_mean_x,fft_mean_y,fft_mean_z,fft_2max_x,fft_2max_y,fft_2max_z,fft_max_x,fft_max_y,fft_max_z,fft_min_x,fft_min_y,fft_min_z,fft_std_x,fft_std_y,fft_std_z,psd_mean_x,psd_mean_y,psd_mean_z,mean_x_div_mean_z,mean_y_div_mean_z,mean_x_div_mean_y
-0.9276656814168558,4.000070338269102,-4.903607727785473,17.494,16.218,14.596,-17.93,-12.732000000000003,-33.282000000000004,3.5132990339059904,3.9105327880838523,4.663937334009086,0.1580812154423751,-0.7776697661596254,0.7838030963011956,95258.92403058312,334455.5126725299,398554.82142162987,168330.83876421012,316730.2332025142,458250.1755335929,194923.38999999996,840402.5899999999,1030263.8599999999,18811.566847678452,116009.48145315194,94610.04728395236,71943.65880385746,261060.22252983198,338106.1454607975,95258.92403058312,334455.5126725299,398554.82142162987,0.18918023890051267,-0.8157402794688026,-0.2319123422760292
